URL,Home Team,Away Team,date,Goal Type,Score,Player,Elapsed Time,Added Time
https://www.xscores.com/soccer/match/crystal-palace-vs-arsenal/05-08-2022/1205835,Crystal Palace,Arsenal,2022-08-05T20:00:00,Regular goal,0-1,Gabriel Martinelli,20,0
https://www.xscores.com/soccer/match/crystal-palace-vs-arsenal/05-08-2022/1205835,Crystal Palace,Arsenal,2022-08-05T20:00:00,Own goal,0-2,Marc Guehi,85,0
https://www.xscores.com/soccer/match/fulham-vs-liverpool/06-08-2022/1205836,Fulham,Liverpool,2022-08-06T12:30:00,Regular goal,1-0,Aleksandar Mitrovic,32,0
https://www.xscores.com/soccer/match/fulham-vs-liverpool/06-08-2022/1205836,Fulham,Liverpool,2022-08-06T12:30:00,Regular goal,1-1,Darwin Nunez,64,0
https://www.xscores.com/soccer/match/fulham-vs-liverpool/06-08-2022/1205836,Fulham,Liverpool,2022-08-06T12:30:00,Penalty,2-1,Aleksandar Mitrovic,72,0
https://www.xscores.com/soccer/match/fulham-vs-liverpool/06-08-2022/1205836,Fulham,Liverpool,2022-08-06T12:30:00,Regular goal,2-2,Mohamed Salah,80,0
https://www.xscores.com/soccer/match/bournemouth-vs-aston-villa/06-08-2022/1205837,Bournemouth,Aston Villa,2022-08-06T15:00:00,Regular goal,1-0,Jefferson Lerma,2,0
https://www.xscores.com/soccer/match/bournemouth-vs-aston-villa/06-08-2022/1205837,Bournemouth,Aston Villa,2022-08-06T15:00:00,Regular goal,2-0,Kieffer Moore,80,0
https://www.xscores.com/soccer/match/leeds-vs-wolverhampton/06-08-2022/1205838,Leeds,Wolverhampton,2022-08-06T15:00:00,Regular goal,0-1,Daniel Podence,6,0
https://www.xscores.com/soccer/match/leeds-vs-wolverhampton/06-08-2022/1205838,Leeds,Wolverhampton,2022-08-06T15:00:00,Regular goal,1-1,Rodrigo,24,0
https://www.xscores.com/soccer/match/leeds-vs-wolverhampton/06-08-2022/1205838,Leeds,Wolverhampton,2022-08-06T15:00:00,Own goal,2-1,Rayan Ait Nouri,74,0
https://www.xscores.com/soccer/match/newcastle-vs-nottingham-forest/06-08-2022/1205842,Newcastle,Nottingham Forest,2022-08-06T15:00:00,Regular goal,1-0,Fabian Schaer,58,0
https://www.xscores.com/soccer/match/newcastle-vs-nottingham-forest/06-08-2022/1205842,Newcastle,Nottingham Forest,2022-08-06T15:00:00,Regular goal,2-0,Callum Wilson,78,0
https://www.xscores.com/soccer/match/tottenham-vs-southampton/06-08-2022/1205841,Tottenham,Southampton,2022-08-06T15:00:00,Regular goal,0-1,James Ward-Prowse,12,0
https://www.xscores.com/soccer/match/tottenham-vs-southampton/06-08-2022/1205841,Tottenham,Southampton,2022-08-06T15:00:00,Regular goal,1-1,Ryan Sessegnon,21,0
https://www.xscores.com/soccer/match/tottenham-vs-southampton/06-08-2022/1205841,Tottenham,Southampton,2022-08-06T15:00:00,Regular goal,2-1,Eric Dier,31,0
